Title,Citation,Conference,Publisher,Journal,Date,Authors,AuthorDCU
Effects of feedback latency on p300-based brain-computer interface,1,2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),IEEE,Unknown,2015,"Mahnaz Arvaneh, Tomas E Ward, Ian H Robertson",Tomas Ward
Combined Ambient and Wearable Sensors for Gesture-Based Environmental Control in the Home,1,Unknown,IGI Global,Unknown,2015,"AodhÃ¡n L Coffey, TomÃ¡s E Ward",Tomas Ward
Slacking in the context of agent-based assessment in virtual rehabilitation systems,1,2014 36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society,IEEE,Unknown,2014,"AodhÃ¡n L Coffey, TomÃ¡s E Ward",Tomas Ward
Comparison of online vs offline effects of HD-tDCS induced modulation of cortical sensorimotor networks using a combined fNIRS-EEG setup,1,Unknown,Unknown,Poster presented at the International Society on Oxygen Transport to Tissues (ISOTT) Conference (London),2014,"M Muthalib, A Dutta, P Besson, J Rothwell, T Ward, S Perrey",Tomas Ward
A consistency regulation algorithm for client-server-based multiplayer computer games,1,Unknown,IET Digital Library,Unknown,2012,"SÃ©amus C McLoone, Damian Wynne, Aaron B McCoy, TomÃ¡s E Ward",Tomas Ward
Overview of optical BCI research at NUI Maynooth,1,Unknown,NUIM,Unknown,2009,"C Soraghan, M Charles, F Matthews, Tomas E Ward",Tomas Ward
Wearable sensors and feedback system to improve breathing technique.,1,Unknown,Unknown,Unknown,2009,"Shirley Coyle, Edmond Mitchell, Noel O'Connor, Tomas E Ward, Dermot Diamond",Tomas Ward
Biophotonic Methods for Brain-Computer Interfaces,1,Unknown,Unknown,Unknown,2007,"C Soraghan, F Matthews, Charles Markham, Barak A Pearlmutter, Tomas E Ward",Tomas Ward
Steady State Visual Stimulation of the Brain: Optical Study of Task Related Effects,1,Unknown,Unknown,Unknown,2006,"S Lebid, Charles Markham, R O'Neill, Tomas E Ward, Ch Soraghan, J Condron",Tomas Ward
Using perceptual feedback to determine time-space threshold values for dead reckoning,1,Unknown,Unknown,Unknown,2006,"Alan Kenny, SÃ©amus McLoone, Tomas E Ward, Declan Delaney",Tomas Ward
Decision-making in computer games: the Rubicon model and visual attention,1,Unknown,Unknown,13th European Conference on Eye Movements-Abstracts,2005,"Hendrik Koesling, Alan Kenny, Declan Delaney, Seamus McLoone, Tomas Ward",Tomas Ward
"A USB Interfaced Motion Capture Sensor, Using Tri-Axis Magnetic/Inertial Sensors For Use In Kinematic Studies",1,Unknown,Unknown,Unknown,2005,"J Foody, F Mathews, D Kumar, Charles Markham, Tomas E Ward, B Caulfield",Tomas Ward
Novel optical design for terahertz imaging applications,1,"Infrared and Millimeter Waves, Conference Digest of the 2004 Joint 29th International Conference on 2004 and 12th International Conference on Terahertz Electronics, 2004.",IEEE,Unknown,2004,"John Loughran, J Anthony Murphy, William Lanigan, Eoin Cartwright, R May, T Ward, Kenneth Humphreys, Charles Markham",Tomas Ward
A Model of the Median Sensory Nerve Compound Action Potential leading to a Method for Nerve Fibre Diameter Distribution,1,Unknown,Unknown,Unknown,1999,Tomas E Ward,Tomas Ward
ECG synthesis with Neural ODE and GAN models,Unknown,Unknown,Unknown,arXiv preprint arXiv:2111.00314,2021,"Mansura Habiba, Eoin Borphy, Barak A Pearlmutter, Tomas Ward",Tomas Ward
Exploration of Algorithmic Trading Strategies for the Bitcoin Market,Unknown,Unknown,Unknown,arXiv preprint arXiv:2110.14936,2021,"Nathan Crone, Eoin Brophy, Tomas Ward",Tomas Ward
"A comparison of distributed machine learning methods for the support of"" Many Labs"" collaborations in computational modelling of decision making",Unknown,Unknown,PsyArXiv,Unknown,2021,"Lili Zhang, Himanshu Vashisht, Andrey Totev, Nam Trinh, Tomas Ward",Tomas Ward
Predicting medication adherence using ensemble learning and deep learning models with large scale healthcare data,Unknown,Unknown,Nature Publishing Group,Scientific Reports,2021,"Yingqi Gu, Akshay Zalkikar, Mingming Liu, Lara Kelly, Amy Hall, Kieran Daly, Tomas Ward",Tomas Ward
Accurate Reaction Times on Smartphones: The Challenges of Developing a Mobile Psychomotor Vigilance Task,Unknown,Unknown,Unknown,Unknown,2021,"Mel Arthurs, Jose Juan Dominguez Veiga, Tomas E Ward",Tomas Ward
Neuroergonomic Assessment of Developmental Coordination Disorder,Unknown,Unknown,Unknown,Unknown,2021,"Shawn Joshi, Benjamin Weedon, Patrick Esser, Yan-Ci Liu, Daniella Springett, Andy Meaney, Mario Inacio, Anne Delextrat, Steve Kemp, Tomas Ward, Hooshang Izadi, Helen Dawes, Hasan Ayaz",Tomas Ward
Generation of Synthetic Electronic Health Records Using a Federated GAN,Unknown,Unknown,Unknown,arXiv preprint arXiv:2109.02543,2021,"John Weldon, Tomas Ward, Eoin Brophy",Tomas Ward
Generative adversarial networks in time series: A survey and taxonomy,Unknown,Unknown,Unknown,arXiv preprint arXiv:2107.11098,2021,"Eoin Brophy, Zhengwei Wang, Qi She, Tomas Ward",Tomas Ward
Self-Adaptive Skeleton Approaches to Detect Self-Organized Coalitions From Brain Functional Networks Through Probabilistic Mixture Models,Unknown,Unknown,ACM,ACM Transactions on Knowledge Discovery from Data (TKDD),2021,"Kai Liu, Hongbo Liu, Tomas E Ward, Hua Wang, Yu Yang, Bo Zhang, Xindong Wu",Tomas Ward
Optimizing the Level of Challenge in Stroke Rehabilitation using Iterative Learning Control: a Simulation,Unknown,2021 10th International IEEE/EMBS Conference on Neural Engineering (NER),IEEE,Unknown,2021,"Sandra-Carina Noble, Tomas Ward, John V Ringwood",Tomas Ward
Altered Executive Functions Associated With Chronic Pain is Age-Independent,Unknown,Unknown,Elsevier,Biological Psychiatry,2021,"Lili Zhang, Himanshu Vashisht, Aalekhya Nethra, Brian Slattery, Tomas Ward",Tomas Ward
Estimation of Continuous Blood Pressure from PPG via a Federated Learning Approach,Unknown,Unknown,Unknown,arXiv preprint arXiv:2102.12245,2021,"Eoin Brophy, Maarten De Vos, Geraldine Boylan, Tomas Ward",Tomas Ward
Convolution Network with Custom Loss Function for the Denoising of Low SNR Raman Spectra,Unknown,Unknown,Multidisciplinary Digital Publishing Institute,Sensors,2021,"Sinead Barton, Salaheddin Alakkari, Kevin Oâ€™Dwyer, Tomas Ward, Bryan Hennelly",Tomas Ward
The Application of an Outcome-Representation Learning Model for Characterization of the Decision-Making Strategies Used by Younger and Older People,Unknown,"Society of Biological Psychiatry, 75th Annual Scientific Convention and Meeting, New York, USA",Unknown,Unknown,2020,"Lili Zhang, Tomas Ward",Tomas Ward
Artifact Abstract: CNNs for Heart Rate Estimation and Human Activity Recognition in Wrist Worn Sensing Applications,Unknown,2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),IEEE Computer Society,Unknown,2020,"Eoin Brophy, Willie Muehlhausen, Alan F Smeaton, TomÃ¡s E Ward",Tomas Ward
Nested similarity in matrix theory,Unknown,Unknown,Royal Irish Academy,Mathematical Proceedings of the Royal Irish Academy,2020,"Annraoi de Paor, TomÃ¡s E Ward",Tomas Ward
PNS309 UTILIZING MACHINE LEARNING AND ECG DATA FOR CONTINUOUS USER AUTHENTICATION OF PATIENTS DURING A CLINICAL TRIAL,Unknown,Unknown,Elsevier,Value in Health,2019,"Willie Muehlhausen, Connor Smyth, Barry Cardiff, TomÃ¡s Ward",Tomas Ward
A novel approach to using machine learning algorithms for fraud detection in real world data from wrist worn wearable devices,Unknown,QUALITY OF LIFE RESEARCH,SPRINGER,Unknown,2019,"Willie Muehlhausen, Lili Zhang, Eoin Brophy, Tomas Ward",Tomas Ward
A Neuro-AI Interface: Learning DNNs from the Human Brain,Unknown,Unknown,Unknown,Unknown,2019,"Zhengwei Wang, Qi She, Eoin Brophy, Alan F Smeaton, Tomas E Ward, Graham Healy",Tomas Ward
PNS230 USING MACHINE LEARNING FOR SIGNAL DETECTION IN REALWORLD DATA FROM WRISTWORN WEARABLE DEVICES TO IDENTIFY FRAUDULENT BEHAVIOUR,Unknown,Unknown,Elsevier,Value in Health,2019,"W Muehlhausen, L Zhang, L Smith, T Ward",Tomas Ward
Brain plasticity and motor skill competence development in adolescents with poor motor skill acquisition and performance: Trial Protocol for a controlled experimental paradigm,Unknown,Unknown,Unknown,Unknown,2019,"Patrick Esser, Benjamin D Weedon, Andy Meaney, Anne Delextrat, Wala Mahmoud, Piergiorgio Salvan, Thomas Wassenaar, Shawn Joshi, Yan-Ci Liu, Steve Kemp, Tomas Ward, Heidi Johansen-Berg, Helen Dawes",Tomas Ward
"Quantifying the concentration of glucose, urea, and lactic acid in mixture by confocal Raman microscopy",Unknown,Biophotonics: Photonic Solutions for Better Health Care VI,International Society for Optics and Photonics,Unknown,2018,"Zhengyuan Tang, Sinead J Barton, Tomas Ward, John Lowry, Michelle Doran, Hugh J Byrne, Bryan M Hennelly",Tomas Ward
Mobile App to Streamline the Development of Wearable Sensor-Based Exercise,Unknown,Unknown,JMIR,JMIR,2017,"Martin O'Reilly, Joe Duffin, TomÃ¡s Ward, Brian Caulfield",Tomas Ward
Technology in Rehabilitation: Evaluating the Single Leg Squat Exercise with Wearable Inertial Measurement Units,Unknown,Unknown,Schattauer,Methods of Information in Medicine,2017,"Martin O'Reilly, TomÃ¡s Ward, Eamonn Delahunt, Brian Caulfield",Tomas Ward
Sensor Signal Conditioning for Biomedical Instrumentation,Unknown,Unknown,CRC Press,Unknown,2015,Tomas E Ward,Tomas Ward
Sensor Signal Conditioning for Biomedical Instrumentation,Unknown,Unknown,CRC Press 20152015,Unknown,2015,Tomas Ward,Tomas Ward
Rehabilitation Systems in Ambient Assisted Living Environments,Unknown,Unknown,IGI Global,Unknown,2015,"AM Middleton, RP Harte, TE Ward",Tomas Ward
A Sensor Glove System for Rehabilitation in Instrumental Activities of Daily Living,Unknown,International Conference on Human-Computer Interaction,"Springer, Berlin, Heidelberg",Unknown,2013,"Aodhan L Coffey, Tomas E Ward",Tomas Ward
A Potential Tool for the Design and Analysis of Patient-Robot Interaction Strategies,Unknown,Unknown,Unknown,Unknown,2013,"Aodhan L Coffey, Tomas E Ward, Richard H Middleton",Tomas Ward
Classification of NIRS-measured hemodynamics of the cerebral cortex to detect lapses in attention,Unknown,Unknown,Unknown,Proceedings of the 16th International Conference on Near-InfraRed Spectroscopy,2013,"Gerard Derosiere, Sami Dalhoumi, Maxime Billot, Stephane Perrey, Tomas Ward, Gerard Dray",Tomas Ward
Adaptation of motor preparation to lapses in attention: a transcranial magnetic stimulation study,Unknown,11th French Society of Neurosciences Conference,Unknown,Unknown,2013,"Gerard Derosiere, Maxime Billot, StÃ©phane Perrey, Tomas Ward",Tomas Ward
Detecting the user mental states from the NIRS-measured hemodynamic signals,Unknown,Unknown,Elsevier,Annals of Physical and Rehabilitation Medicine,2013,"StÃ©phane Perrey, Gerard Derosiere, GÃ©rard Dray, Tomas E Ward",Tomas Ward
La dÃ©tection des Ã©tats mentaux des utilisateurs par des signaux hÃ©modynamiques mesurÃ©s par NIRS,Unknown,Unknown,Unknown,Annals of Physical and Rehabilitation Medicine,2013,"S Perrey, G Derosiere, G Dray, T Ward",Tomas Ward
Methods of pattern classification for the design of a NIRS-based brain computer interface.,Unknown,Unknown,Ecole des Mines d'AlÃ¨s,Unknown,2013,"Sami Dalhoumi, Gerard Dray, Jacky Montmain, Gerard Derosiere, Stephane Perrey, Tomas E Ward",Tomas Ward
An Adaptive Rate-Based Method for Maintaining Consistency in Networked Multiplayer Computer Games,Unknown,2012 IEEE/ACM 16th International Symposium on Distributed Simulation and Real Time Applications,IEEE,Unknown,2012,"SÃ©amus C McLoone, TomÃ¡s E Ward, Damian Wynne, Aaron McCoy",Tomas Ward
The NIRS technique: a potential tool to detect the occurrence of acute attention deficits,Unknown,Unknown,Unknown,Unknown,2012,"GÃ©rard Dray, G DerosiÃ¨re, M Billot, S Perrey, T Ward",Tomas Ward
Investigating NIRS-measured cortical activation to detect the occurrence of attention deficits during a task of sustained attention,Unknown,Unknown,Unknown,Unknown,2012,"GÃ©rard Dray, G DerosiÃ¨re, M Billot, S Perrey, T Ward",Tomas Ward
Runtime Characterisation of Triple Stores: An Initial Investigation,Unknown,Unknown,The Institution of Engineering & Technology,IET Conference Proceedings,2012,"Cheng Long, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Tomas Ward
A physics-aware dead reckoning technique for entity state updates in distributed interactive applications,Unknown,IET Irish Signals and Systems Conference (ISSC 2012),IET,Unknown,2012,"Patrick J Walsh, TomÃ¡s E Ward, SÃ©amus C McLoone",Tomas Ward
Removal of Motion Artifact from functional-NIRS using Morphological Component Analysis,Unknown,34th Annual International IEEE EMBS Conference,Unknown,Unknown,2012,"Kevin Sweeney, Tomas Ward, SeÃ¡n McLoone",Tomas Ward
The Pursuit of Flow in the Design of Rehabilitation Systems for Ambient Assisted Living,Unknown,Unknown,Unknown,Unknown,2012,"Anthea M Middleton, Tomas E Ward",Tomas Ward
Investigating NIRS-measured cortical activation to detect the occurrence of attention deficits during a sustained attention task.,Unknown,Unknown,Unknown,IEEE Engineering in Medicine and Biology Society. Conference Proceedings,2012,"Gerard Derosiere, Maxime Billot, Stephane Perrey, Tomas Ward, Gerard Dray",Tomas Ward
Web-based sensor streaming wearable for respiratory monitoring applications.,Unknown,Unknown,IEEE,Unknown,2011,"Carlos Rovira-Borras, Shirley Coyle, Brian Corcoran, TomÃ¡s E Ward, Aaron McCoy, Florin Stroiescu, Kieran Daly, Dermot Diamond",Tomas Ward
Validation Of Polymer Sensors To Measure The Mechanics Of Ventilation Using Body Plethysmography,Unknown,Unknown,American Thoracic Society,Unknown,2011,"Mary M Tuohy, Shirley Coyle, Tomas Ward, Thomas Kelly, Jim Egan",Tomas Ward
EEG-fNIRS fusion for Practical Brain Computer Interfaces,Unknown,Unknown,Unknown,Unknown,2011,Tomas E Ward,Tomas Ward
A Preliminary Investigation into the use of Machine Vision Techniques for Automating Facial Paralysis Rehabilitation Therapy,Unknown,Unknown,Unknown,Unknown,2010,"Jane Reilly Delannoy, Tomas E Ward",Tomas Ward
How mindsets affect visual processing: Action control and anticipation in computer games,Unknown,Unknown,Unknown,5th Scandinavian Workshop on Applied Eye Tracking SWAET 2010,2010,"Hendrik Koesling, Alan Kenny, Seamus McLoone, Tomas Ward",Tomas Ward
Article 15 (25 pages)-Controlling Entity State Updates to Maintain Remote Consistency within a Distributed Interactive Application,Unknown,Unknown,Unknown,ACM Transactions on Internet Technology,2009,"A Kenny, S McLoone, T Ward",Tomas Ward
Augmentation of Stroke Rehabilitation through the Application of Wearable Sensors,Unknown,Intel European Research and Innovation Conference,Unknown,Unknown,2008,"C Dormer, Tomas Ward, SeÃ¡n McLoone",Tomas Ward
Characterisation of the Hoffmann Reflex using Mechanomyography,Unknown,Unknown,Unknown,Unknown,2008,"Niall Campbell, Chris Murphy, Brian Caulfield, Tomas E Ward, Catherine Deegan",Tomas Ward
Article 16 (30 pages)-Multi-Step-Ahead Neural-Network Predictors for Network Traffic Reduction in Distributed Interactive Applications,Unknown,Unknown,"New York, NY: The Association, c1991-",ACM Transactions on Modeling and Computer Simulation-TOMACS,2007,"A McCoy, T Ward, S McLoone, D Delaney",Tomas Ward
"Salim, Aly 65",Unknown,Unknown,Unknown,Proceedings of CGAMESâ€™2006,2006,"Khairul Anuar Samsudin, FrÃ©dÃ©ric Serin, Peter Smith, Chris Soraghan, Hirokazu Taki, Bakhtiar Tartibian, Romero Tori, Syunji Uchino, Tony Veale, Tomas Ward, Jeroen Warmerdam",Tomas Ward
Tools and systems for Games and Virtual Reality (2),Unknown,Unknown,Unknown,Proceedings of CGAMESâ€™2006,2006,"D Kumar, J Foody, D Fitzgerald, D Kelly, T Ward, C Markham, B Caulfield, Christopher Soraghan, Fiachra Matthews, Dan Kelly, Tomas Ward, Charles Markham, Barak A Pearlmutter, Ray Oâ€™Neill, Roberto Cezar Bianchini, Romero Tori, Moira J McAlister, Wei Li",Tomas Ward
Wearable Kinematic And Physiological Biofeedback System For Movement Based Relaxation,Unknown,Unknown,Unknown,Unknown,2006,"Damini Kumar, Brian Caulfield, John Foody, Charles Markham, Tomas Ward",Tomas Ward
Reducing Sensor Density Requirements For Kinematic Controllers In A Full Posture Yoga Gaming Application,Unknown,Unknown,Unknown,Unknown,2006,"D Kumar, J Foody, D Fitzgerald, D Kelly, Tomas E Ward, Charles Markham, B Caulfield",Tomas Ward
MyVLE: an engineering-centric e-learning platform,Unknown,Unknown,IET Digital Library,Unknown,2006,"Karl Monaghan, Rudi Villing, Tomas Ward",Tomas Ward
